TBOXID,MONTH_START,TOTAL_DISTANCE_KM,USAGE_TYPE,NO_OF_SWAPS,NO_OF_HOMECHARGINGS,FREQUENT_SWIPING_STATIONS,AVG_DISTANCE_PER_PERIOD
,2023-12-01 00:00:00.000,0,Low Usage,2,0,Boralesgamuwa new Station,
865209069519925,2025-05-01 00:00:00.000,8.337026181,Low Usage,0,2,HOME_CHARGING,4.17
,2025-10-01 00:00:00.000,0,Low Usage,0,1,HOME_CHARGING,
865209069519842,2025-05-01 00:00:00.000,992.121911324,High Usage,0,31,HOME_CHARGING,32
865209069546068,2025-06-01 00:00:00.000,667.954868937,High Usage,29,0,"Thalawathugoda New Station, Boralesgamuwa new Station",23.03
865209069546332,2025-07-01 00:00:00.000,1082.437955,High Usage,0,26,HOME_CHARGING,38.66
862487061332363,2025-08-01 00:00:00.000,1524.444096338,High Usage,0,26,HOME_CHARGING,50.81
862487061409963,2025-06-01 00:00:00.000,858.950526442,High Usage,26,4,"Maggona, HOME_CHARGING, Beruwala Station",31.81
865209069519842,2025-09-01 00:00:00.000,961.665826472,High Usage,0,24,HOME_CHARGING,34.35
862487061404782,2025-08-01 00:00:00.000,973.59208598,High Usage,0,22,HOME_CHARGING,32.45
865209060420784,2025-06-01 00:00:00.000,2.107066409,Low Usage,0,20,HOME_CHARGING,0.23
862487061363624,2025-10-01 00:00:00.000,1050.266651887,High Usage,0,19,HOME_CHARGING,52.51
862487061332066,2025-10-01 00:00:00.000,384.409723869,High Usage,0,16,HOME_CHARGING,19.22
,2025-09-01 00:00:00.000,0,Low Usage,16,0,"Bandaragama Station, Panadura  1 Station",
862487061363723,2025-08-01 00:00:00.000,196.192135805,High Usage,0,13,HOME_CHARGING,6.54
862487061378465,2025-09-01 00:00:00.000,237.796091891,High Usage,0,10,HOME_CHARGING,11.89
865209069518539,2025-08-01 00:00:00.000,250.895205679,High Usage,13,0,"Soysapura Station, Boralla Temporary Station, Panadura  1 Station",14.76
865209069518778,2025-01-01 00:00:00.000,604.542227785,High Usage,23,0,"Moratuwa replace Station, Panadura, Boralesgamuwa new Station",20.15
865209069520956,2025-05-01 00:00:00.000,156.512737789,High Usage,0,9,HOME_CHARGING,8.24
,2025-09-01 00:00:00.000,0,Low Usage,21,0,"Panadura  1 Station, Bandaragama Station, Moratuwa replace Station",
865209069546068,2024-12-01 00:00:00.000,273.363000232,High Usage,12,0,"Thalawathugoda New Station, Boralesgamuwa new Station",21.03
865209069546431,2025-07-01 00:00:00.000,233.739273986,High Usage,7,0,Moratuwa replace Station,8.06
865209060765386,2024-12-01 00:00:00.000,109.869313297,Medium Usage,6,0,Boralesgamuwa new Station,6.87
865209069521194,2025-04-01 00:00:00.000,383.739837809,High Usage,7,2,"Thalawathugoda New Station, HOME_CHARGING, Miriswatta Station",16.68
865209060420784,2025-05-01 00:00:00.000,0.9109382653,Low Usage,0,5,HOME_CHARGING,0.3
,2025-09-01 00:00:00.000,0,Low Usage,7,0,"Kochchikade Station, Katunayake Station, Paliayagoda Station",
862487061363665,2025-10-01 00:00:00.000,363.763903157,High Usage,0,5,HOME_CHARGING,24.25
862487061409385,2025-07-01 00:00:00.000,584.506477753,High Usage,2,5,"HOME_CHARGING, Beruwala Station, Agalawaththa",20.88
865209060779635,2024-02-01 00:00:00.000,66.427074397,Medium Usage,5,0,Thalawathugoda Station,3.16
865209060263697,2025-03-01 00:00:00.000,17.344512216,Low Usage,3,0,Panadura,3.47
865209069519230,2025-08-01 00:00:00.000,31.260300571,Low Usage,2,0,Bandaragama Station,4.47
865209069518984,2025-09-01 00:00:00.000,116.478641309,Medium Usage,2,0,Bandaragama Station,4.48
,2025-09-01 00:00:00.000,0,Low Usage,1,0,Thalawathugoda New Station,
,2025-10-01 00:00:00.000,0,Low Usage,1,0,Factory27,
865209069546431,2025-05-01 00:00:00.000,300.96335862,High Usage,13,0,Moratuwa replace Station,10.75
865209069519941,2025-01-01 00:00:00.000,329.571156318,High Usage,15,0,"Boralesgamuwa new Station, Moratuwa replace Station, Boralla Temporary Station",16.48
862487061408965,2025-10-01 00:00:00.000,405.023663295,High Usage,0,8,HOME_CHARGING,36.82
865209069520717,2025-04-01 00:00:00.000,90.630289598,Medium Usage,14,0,"Panadura, Panadura  1 Station, Moratuwa replace Station",10.07
865209069520030,2025-09-01 00:00:00.000,79.079345683,Medium Usage,0,7,HOME_CHARGING,4.39
865209069521095,2025-10-01 00:00:00.000,545.626857985,High Usage,0,7,HOME_CHARGING,28.72
,2025-10-01 00:00:00.000,0,Low Usage,9,0,"Panadura  1 Station, Bandaragama Station, Moratuwa replace Station",
865209069520030,2025-06-01 00:00:00.000,60.502392494,Medium Usage,0,6,HOME_CHARGING,2.63
862487061363426,2025-10-01 00:00:00.000,207.974283167,High Usage,0,5,HOME_CHARGING,10.4
865209060998482,2025-09-01 00:00:00.000,146.685487677,Medium Usage,0,4,HOME_CHARGING,12.22
865209069520972,2025-01-01 00:00:00.000,19.963143745,Low Usage,4,0,Maggona,1
865209069521061,2025-06-01 00:00:00.000,135.896547716,Medium Usage,4,4,"HOME_CHARGING, Miriswatta Station",10.45
865209069520006,2025-03-01 00:00:00.000,212.319113849,High Usage,3,0,Padukka Station,23.59
865209069521061,2025-10-01 00:00:00.000,136.22477496,Medium Usage,0,3,HOME_CHARGING,9.08
865209069519727,2025-02-01 00:00:00.000,18.844123036,Low Usage,2,0,Panadura,4.71
,2025-09-01 00:00:00.000,0,Low Usage,2,0,Moratuwa replace Station,
865209069518752,2025-10-01 00:00:00.000,362.474180059,High Usage,1,0,Panadura  1 Station,18.12
865209069518968,2025-09-01 00:00:00.000,80.196938667,Medium Usage,0,1,HOME_CHARGING,10.02
865209069518778,2025-10-01 00:00:00.000,775.684678569,High Usage,1,0,Panadura  1 Station,38.78
865209069519412,2025-07-01 00:00:00.000,0,Low Usage,0,1,HOME_CHARGING,
865209060519718,2025-07-01 00:00:00.000,12.733042341,Low Usage,0,1,HOME_CHARGING,1.82
,2025-10-01 00:00:00.000,0,Low Usage,1,0,Maggona,
,2025-10-01 00:00:00.000,0,Low Usage,7,0,"Boralla Temporary Station, Soysapura Station",
,2025-10-01 00:00:00.000,0,Low Usage,0,4,HOME_CHARGING,
862487061403909,2025-08-01 00:00:00.000,258.169607877,High Usage,0,4,HOME_CHARGING,32.27
862487061378465,2025-06-01 00:00:00.000,56.787946187,Medium Usage,1,4,"HOME_CHARGING, Maggona",3.55
,2023-11-01 00:00:00.000,0,Low Usage,2,0,Boralesgamuwa Station,
,2025-08-01 00:00:00.000,0,Low Usage,1,0,Maggona,
,2025-10-01 00:00:00.000,0,Low Usage,0,1,HOME_CHARGING,
862487061332249,2025-09-01 00:00:00.000,838.774351066,High Usage,1,28,"HOME_CHARGING, Beruwala Station",28.92
865209069546332,2025-06-01 00:00:00.000,745.996731863,High Usage,0,24,HOME_CHARGING,28.69
862487061409948,2025-06-01 00:00:00.000,0,Low Usage,23,0,Panadura  1 Station,
862487061377608,2025-09-01 00:00:00.000,861.239582976,High Usage,0,22,HOME_CHARGING,31.9
862487061363327,2025-08-01 00:00:00.000,866.454431443,High Usage,0,19,HOME_CHARGING,32.09
862487061363327,2025-09-01 00:00:00.000,992.623269841,High Usage,2,19,"HOME_CHARGING, Panadura  1 Station",35.45
862487061363905,2025-09-01 00:00:00.000,474.646033299,High Usage,0,17,HOME_CHARGING,16.37
865209069520501,2024-08-01 00:00:00.000,521.411132158,High Usage,17,0,"Minuwangoda Station, Miriswatta Station",16.82
865209069520444,2025-04-01 00:00:00.000,24.36682527,Low Usage,15,1,"Maggona, HOME_CHARGING",1.62
865209069519867,2025-04-01 00:00:00.000,520.569696194,High Usage,1,14,"HOME_CHARGING, Maggona",17.95
865209069520881,2025-08-01 00:00:00.000,161.943044162,High Usage,13,0,Panadura  1 Station,10.8
865209069518752,2025-07-01 00:00:00.000,365.967041031,High Usage,13,0,"Panadura  1 Station, Moratuwa replace Station",13.55
865209069518752,2025-08-01 00:00:00.000,416.020829736,High Usage,12,0,Panadura  1 Station,13.87
862487061363624,2025-07-01 00:00:00.000,1290.322752205,High Usage,7,10,"HOME_CHARGING, Bandaragama Station, Boralesgamuwa new Station",41.62
865209069521004,2025-01-01 00:00:00.000,74.713552015,Medium Usage,8,0,Moratuwa replace Station,6.79
865209069520071,2025-02-01 00:00:00.000,148.908797308,Medium Usage,7,1,"Padukka Station, HOME_CHARGING",7.09
862487061422065,2025-09-01 00:00:00.000,265.110424631,High Usage,0,6,HOME_CHARGING,12.05
862487061421885,2025-09-01 00:00:00.000,1198.905970185,High Usage,6,6,"HOME_CHARGING, Soysapura Station, Moratuwa replace Station",41.34
862487061422180,2025-08-01 00:00:00.000,439.450499811,High Usage,4,5,"HOME_CHARGING, Maggona",14.65
862487061408940,2025-10-01 00:00:00.000,62.076871665,Medium Usage,1,5,"HOME_CHARGING, Agalawaththa",12.42
865209060765386,2025-09-01 00:00:00.000,816.882185244,High Usage,5,0,"Soysapura Station, Thalawathugoda New Station",31.42
862487061375123,2025-08-01 00:00:00.000,100.930167454,Medium Usage,0,4,HOME_CHARGING,5.94
865209069519263,2025-04-01 00:00:00.000,33.466899939,Low Usage,4,1,"Paliayagoda Station, Boralesgamuwa new Station, HOME_CHARGING",16.73
,2025-09-01 00:00:00.000,0,Low Usage,2,0,Seeduwa Station,
,2025-10-01 00:00:00.000,0,Low Usage,1,0,Soysapura Station,
862487061422305,2025-10-01 00:00:00.000,43.686445804,Low Usage,1,0,Moratuwa replace Station,2.43
,2025-09-01 00:00:00.000,0,Low Usage,16,0,"Padukka Station, Soysapura Station",
865209069520824,2025-04-01 00:00:00.000,537.739857054,High Usage,17,0,"Maggona, Beruwala Station",17.92
865209069519941,2024-02-01 00:00:00.000,218.117723234,High Usage,13,0,Boralesgamuwa new Station,11.48
862487061409526,2025-09-01 00:00:00.000,352.959777017,High Usage,0,11,HOME_CHARGING,12.17
862487061405623,2025-08-01 00:00:00.000,368.011576555,High Usage,0,10,HOME_CHARGING,12.27
865209069520527,2025-09-01 00:00:00.000,105.873632359,Medium Usage,0,10,HOME_CHARGING,4.07
865209069519495,2025-09-01 00:00:00.000,139.620386839,Medium Usage,0,9,HOME_CHARGING,8.21
865209069520972,2025-05-01 00:00:00.000,105.652518209,Medium Usage,0,9,HOME_CHARGING,5.87
865209069545797,2025-02-01 00:00:00.000,284.258284685,High Usage,9,1,"Bandaragama Station, HOME_CHARGING",14.96
Deleted,2024-03-01 00:00:00.000,0,Low Usage,6,0,TestStation,
Deleted 01,2024-03-01 00:00:00.000,0,Low Usage,6,0,TestStation,
865209069520956,2025-06-01 00:00:00.000,65.449750795,Medium Usage,0,6,HOME_CHARGING,4.09
865209069519255,2025-01-01 00:00:00.000,166.501692236,High Usage,6,0,"Moratuwa replace Station, Soysapura",7.93
865209060173102,2025-06-01 00:00:00.000,44.808964355,Low Usage,0,5,HOME_CHARGING,2.04
862487061332264,2025-07-01 00:00:00.000,198.397753132,High Usage,0,5,HOME_CHARGING,8.63
865209069545573,2025-08-01 00:00:00.000,62.280461393,Medium Usage,1,5,"HOME_CHARGING, Maggona",2.31
,2024-11-01 00:00:00.000,0,Low Usage,11,0,"MockStation, Factory2, Katunayake Station",
865209060765386,2024-07-01 00:00:00.000,116.905567944,Medium Usage,5,0,Boralesgamuwa new Station,23.38
862487061422305,2025-07-01 00:00:00.000,136.977639983,Medium Usage,5,1,"Moratuwa replace Station, HOME_CHARGING",4.42
865209060765386,2024-04-01 00:00:00.000,33.284987266,Low Usage,5,0,Boralesgamuwa new Station,8.32
865209069519511,2025-10-01 00:00:00.000,154.998310365,High Usage,0,4,HOME_CHARGING,15.5
862487061422206,2025-10-01 00:00:00.000,174.936805728,High Usage,0,4,HOME_CHARGING,8.75
865209069545813,2025-01-01 00:00:00.000,191.769267646,High Usage,4,0,Maggona,9.59
865209069520972,2025-02-01 00:00:00.000,41.740961434,Low Usage,3,0,Maggona,2.2
,2025-09-01 00:00:00.000,0,Low Usage,2,0,Bandaragama Station,
865209069519255,2025-09-01 00:00:00.000,176.004812526,High Usage,3,0,"Soysapura Station, Moratuwa replace Station",9.78
862487061423220,2025-06-01 00:00:00.000,317.684431065,High Usage,0,1,HOME_CHARGING,10.59
862487061409781,2025-10-01 00:00:00.000,49.130670384,Low Usage,0,1,HOME_CHARGING,24.57
,2025-10-01 00:00:00.000,0,Low Usage,3,0,Miriswatta Station,
865209069519354,2025-02-01 00:00:00.000,30.066992098,Low Usage,4,0,"Panadura, Kadawatha Station",15.03
865209060621381,2025-10-01 00:00:00.000,149.538060236,Medium Usage,0,2,HOME_CHARGING,9.97
862487061404188,2025-06-01 00:00:00.000,126.060050183,Medium Usage,0,1,HOME_CHARGING,4.67
865209069518984,2025-03-01 00:00:00.000,130.415671611,Medium Usage,1,0,Bandaragama Station,5.67
865209069519651,2025-04-01 00:00:00.000,9.963657613,Low Usage,1,0,Soysapura Station,9.96
862487061408924,2025-10-01 00:00:00.000,4.606818969,Low Usage,0,1,HOME_CHARGING,2.3
862487061408940,2025-07-01 00:00:00.000,742.307793929,High Usage,28,6,"Agalawaththa, HOME_CHARGING",23.95
865209069519446,2025-09-01 00:00:00.000,187.011748921,High Usage,0,20,HOME_CHARGING,7.79
865209069546068,2024-05-01 00:00:00.000,444.693039032,High Usage,20,0,Thalawathugoda New Station,14.82
,2024-05-01 00:00:00.000,0,Low Usage,17,0,Boralesgamuwa new Station,
865209060765386,2025-05-01 00:00:00.000,301.043570944,High Usage,19,0,"Boralesgamuwa new Station, Thalawathugoda New Station",20.07
865209069520550,2025-10-01 00:00:00.000,96.459206731,Medium Usage,0,14,HOME_CHARGING,19.29
862487061332702,2025-09-01 00:00:00.000,395.499038313,High Usage,0,14,HOME_CHARGING,14.12
Deleted,2025-07-01 00:00:00.000,0,Low Usage,13,0,MockStation,
Deleted 01,2025-07-01 00:00:00.000,0,Low Usage,13,0,MockStation,
865209069546084,2025-07-01 00:00:00.000,52.488683357,Medium Usage,0,11,HOME_CHARGING,4.04
,2025-09-01 00:00:00.000,0,Low Usage,13,0,"Panadura  1 Station, Bandaragama Station",
862487061332249,2025-07-01 00:00:00.000,881.938102974,High Usage,4,11,"HOME_CHARGING, Beruwala Station",33.92
865209069546373,2025-08-01 00:00:00.000,374.478258734,High Usage,0,10,HOME_CHARGING,13.37
865209069518778,2025-08-01 00:00:00.000,521.557872377,High Usage,25,0,"Panadura  1 Station, Moratuwa replace Station, Soysapura Station",16.82
862487061409781,2025-07-01 00:00:00.000,705.359486664,High Usage,6,8,"HOME_CHARGING, Soysapura Station",22.75
865209069518646,2025-09-01 00:00:00.000,235.573255537,High Usage,4,8,"HOME_CHARGING, Thalawathugoda New Station, Boralla Temporary Station",29.45
865209069520030,2025-08-01 00:00:00.000,76.437687695,Medium Usage,0,6,HOME_CHARGING,3.82
865209069519891,2025-07-01 00:00:00.000,78.259045992,Medium Usage,5,2,"Padukka Station, HOME_CHARGING, Boralla Temporary Station",13.04
865209060779635,2024-04-01 00:00:00.000,64.296738085,Medium Usage,4,0,"Thalawathugoda New Station, Factory Station",3.06
865209069519701,2025-04-01 00:00:00.000,70.967052453,Medium Usage,3,1,"Boralesgamuwa new Station, HOME_CHARGING, Moratuwa replace Station",4.73
862487061347627,2025-06-01 00:00:00.000,75.589681177,Medium Usage,0,1,HOME_CHARGING,10.8
865209069518943,2025-03-01 00:00:00.000,160.240361474,High Usage,1,0,Soysapura Station,9.43
862487061421885,2025-07-01 00:00:00.000,1235.779377737,High Usage,25,3,"Soysapura Station, Kolonnawa Station, HOME_CHARGING",39.86
865209069545557,2025-07-01 00:00:00.000,473.389861991,High Usage,0,14,HOME_CHARGING,15.27
865209069519941,2024-07-01 00:00:00.000,372.51409423,High Usage,13,0,Boralesgamuwa new Station,13.8
865209069545813,2025-02-01 00:00:00.000,210.496317033,High Usage,7,0,Maggona,8.77
862487061347866,2025-10-01 00:00:00.000,984.877291912,High Usage,1,7,"HOME_CHARGING, Maggona",49.24
865209069520931,2025-06-01 00:00:00.000,113.449413829,Medium Usage,6,7,"HOME_CHARGING, Padukka Station",8.73
865209069519883,2025-06-01 00:00:00.000,224.776716778,High Usage,9,0,"Katunayake Station, Paliayagoda Station, Miriswatta Station",9.37
,2025-09-01 00:00:00.000,0,Low Usage,6,0,Agalawaththa,
865209060460707,2025-04-01 00:00:00.000,174.527491998,High Usage,5,0,"Bandaragama Station, Panadura",8.31
865209069545904,2024-10-01 00:00:00.000,178.798028804,High Usage,7,0,"Kadawatha Station, Boralla Temporary Station, Boralesgamuwa new Station",14.9
865209069545573,2025-04-01 00:00:00.000,23.34840723,Low Usage,0,4,HOME_CHARGING,1.37
865209069519016,2024-12-01 00:00:00.000,40.121612579,Low Usage,3,0,Panadura,8.02
865209069520923,2025-02-01 00:00:00.000,13.107599227,Low Usage,3,0,Miriswatta Station,2.62
,2025-09-01 00:00:00.000,0,Low Usage,5,0,"Bandaragama Station, Panadura  1 Station",
,2025-10-01 00:00:00.000,0,Low Usage,2,1,"Bandaragama Station, HOME_CHARGING",
865209069546084,2025-09-01 00:00:00.000,3.381503756,Low Usage,1,2,"HOME_CHARGING, Maggona",0.48
,2025-10-01 00:00:00.000,0,Low Usage,0,2,HOME_CHARGING,
865209069520816,2025-02-01 00:00:00.000,54.984468958,Medium Usage,3,0,"Paliayagoda Station, Boralla Temporary Station",9.16
,2024-07-01 00:00:00.000,0,Low Usage,2,0,Factory New Station 02,
865209069546456,2025-03-01 00:00:00.000,1448.232196854,High Usage,2,0,"Pannipitiya Station, Kolonnawa Station",55.7
862487061331605,2025-10-01 00:00:00.000,81.778938323,Medium Usage,0,1,HOME_CHARGING,5.84
,2025-10-01 00:00:00.000,0,Low Usage,0,1,HOME_CHARGING,
865209069520014,2025-09-01 00:00:00.000,53.520572118,Medium Usage,1,1,"Padukka Station, HOME_CHARGING",8.92
865209069519719,2025-04-01 00:00:00.000,36.436851905,Low Usage,2,0,Padukka Station,4.55
,2025-10-01 00:00:00.000,0,Low Usage,0,1,HOME_CHARGING,
865209069520048,2024-12-01 00:00:00.000,20.652972816,Low Usage,1,0,Maggona,10.33
865209069519313,2024-07-01 00:00:00.000,833.229630626,High Usage,28,0,"Moratuwa replace Station, Boralesgamuwa new Station",26.88
862487061362923,2025-09-01 00:00:00.000,772.801546588,High Usage,7,24,"HOME_CHARGING, Padukka Station",77.28
862487061404188,2025-10-01 00:00:00.000,457.666426476,High Usage,0,18,HOME_CHARGING,22.88
865209069520048,2025-02-01 00:00:00.000,634.942664934,High Usage,17,0,Maggona,22.68
865209069520071,2025-08-01 00:00:00.000,467.096816891,High Usage,15,4,"Padukka Station, HOME_CHARGING",16.68
865209069519214,2025-10-01 00:00:00.000,269.722902735,High Usage,0,14,HOME_CHARGING,13.49
865209069519537,2025-07-01 00:00:00.000,637.670295447,High Usage,16,12,"Panadura  1 Station, HOME_CHARGING, Bandaragama Station",27.72
862487061433542,2025-10-01 00:00:00.000,572.986323098,High Usage,0,13,HOME_CHARGING,28.65
865209069518539,2024-04-01 00:00:00.000,375.047330122,High Usage,15,0,"Boralesgamuwa new Station, Pannipitiya Station, Moratuwa replace Station",19.74
862487061363905,2025-10-01 00:00:00.000,256.321435817,High Usage,0,12,HOME_CHARGING,12.82
865209069520881,2025-01-01 00:00:00.000,236.915657532,High Usage,17,0,"Panadura, Bandaragama Station",26.32
865209069519719,2025-05-01 00:00:00.000,352.184733011,High Usage,5,11,"HOME_CHARGING, Padukka Station",18.54
865209069518539,2025-03-01 00:00:00.000,250.500017699,High Usage,17,0,"Boralesgamuwa new Station, Soysapura Station, Boralla Temporary Station",15.66
862487061363327,2025-07-01 00:00:00.000,665.193005569,High Usage,10,5,"Panadura  1 Station, HOME_CHARGING",21.46
,2025-09-01 00:00:00.000,0,Low Usage,15,0,"Soysapura Station, Boralla Temporary Station",
,2025-10-01 00:00:00.000,0,Low Usage,13,0,"Padukka Station, Thalawathugoda New Station, Kolonnawa Station",
865209069521004,2025-02-01 00:00:00.000,130.785878481,Medium Usage,9,1,"Moratuwa replace Station, HOME_CHARGING",10.06
862487061350183,2025-09-01 00:00:00.000,79.996485252,Medium Usage,0,8,HOME_CHARGING,8
865209069521004,2024-06-01 00:00:00.000,126.045366056,Medium Usage,8,0,Moratuwa replace Station,12.6
865209069518968,2025-06-01 00:00:00.000,211.898275167,High Usage,1,8,"HOME_CHARGING, Seeduwa Station",8.15
865209060998482,2025-05-01 00:00:00.000,161.669776208,High Usage,4,8,"HOME_CHARGING, Maggona, Beruwala Station",13.47
865209069519941,2025-07-01 00:00:00.000,127.40152743,Medium Usage,2,7,"HOME_CHARGING, Boralesgamuwa new Station",14.16
865209060779635,2024-10-01 00:00:00.000,70.769255093,Medium Usage,6,0,Boralla Temporary Station,2.28
865209060173102,2025-10-01 00:00:00.000,83.846444524,Medium Usage,0,5,HOME_CHARGING,4.66
865209069518778,2024-12-01 00:00:00.000,228.119107929,High Usage,9,0,"Panadura, Moratuwa replace Station",12.01
Deleted,2025-08-01 00:00:00.000,0,Low Usage,4,0,MockStation,
Deleted 01,2025-08-01 00:00:00.000,0,Low Usage,4,0,MockStation,
862487061363525,2025-06-01 00:00:00.000,37.55758011,Low Usage,0,3,HOME_CHARGING,1.79
865209069546399,2023-12-01 00:00:00.000,0,Low Usage,3,0,"Factory Station, Boralesgamuwa new Station",
,2025-09-01 00:00:00.000,0,Low Usage,1,0,Panadura  1 Station,
865209069521004,2025-09-01 00:00:00.000,0,Low Usage,0,1,HOME_CHARGING,
865209069520022,2025-05-01 00:00:00.000,0,Low Usage,1,0,Panadura  1 Station,
865209069519073,2025-05-01 00:00:00.000,692.129042268,High Usage,12,17,"HOME_CHARGING, Maggona, Bandaragama Station",30.09
865209069520071,2025-05-01 00:00:00.000,205.051947387,High Usage,12,1,"Padukka Station, HOME_CHARGING",9.76
862487061363327,2025-10-01 00:00:00.000,604.040243867,High Usage,0,8,HOME_CHARGING,30.2
862487061363723,2025-10-01 00:00:00.000,109.73613498,Medium Usage,0,7,HOME_CHARGING,5.49
